"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","CPI","TOT","IDX2015","A","1949",3.738101,
"AUS","CPI","TOT","IDX2015","A","1950",4.063153,
"AUS","CPI","TOT","IDX2015","A","1951",4.852566,
"AUS","CPI","TOT","IDX2015","A","1952",5.688414,
"AUS","CPI","TOT","IDX2015","A","1953",5.943812,
"AUS","CPI","TOT","IDX2015","A","1954",6.036685,
"AUS","CPI","TOT","IDX2015","A","1955",6.129557,
"AUS","CPI","TOT","IDX2015","A","1956",6.477827,
"AUS","CPI","TOT","IDX2015","A","1957",6.663571,
"AUS","CPI","TOT","IDX2015","A","1958",6.710007,
"AUS","CPI","TOT","IDX2015","A","1959",6.849315,
"AUS","CPI","TOT","IDX2015","A","1960",7.104713,
"AUS","CPI","TOT","IDX2015","A","1961",7.26724,
"AUS","CPI","TOT","IDX2015","A","1962",7.244021,
"AUS","CPI","TOT","IDX2015","A","1963",7.290457,
"AUS","CPI","TOT","IDX2015","A","1964",7.49942,
"AUS","CPI","TOT","IDX2015","A","1965",7.754818,
"AUS","CPI","TOT","IDX2015","A","1966",8.010216,
"AUS","CPI","TOT","IDX2015","A","1967",8.288832,
"AUS","CPI","TOT","IDX2015","A","1968",8.497794,
"AUS","CPI","TOT","IDX2015","A","1969",8.77641,
"AUS","CPI","TOT","IDX2015","A","1970",9.078245,
"AUS","CPI","TOT","IDX2015","A","1971",9.635477,
"AUS","CPI","TOT","IDX2015","A","1972",10.21593,
"AUS","CPI","TOT","IDX2015","A","1973",11.14465,
"AUS","CPI","TOT","IDX2015","A","1974",12.86278,
"AUS","CPI","TOT","IDX2015","A","1975",14.8131,
"AUS","CPI","TOT","IDX2015","A","1976",16.78663,
"AUS","CPI","TOT","IDX2015","A","1977",18.85303,
"AUS","CPI","TOT","IDX2015","A","1978",20.3622,
"AUS","CPI","TOT","IDX2015","A","1979",22.21964,
"AUS","CPI","TOT","IDX2015","A","1980",24.47179,
"AUS","CPI","TOT","IDX2015","A","1981",26.79359,
"AUS","CPI","TOT","IDX2015","A","1982",29.83515,
"AUS","CPI","TOT","IDX2015","A","1983",32.83028,
"AUS","CPI","TOT","IDX2015","A","1984",34.13049,
"AUS","CPI","TOT","IDX2015","A","1985",36.42907,
"AUS","CPI","TOT","IDX2015","A","1986",39.72603,
"AUS","CPI","TOT","IDX2015","A","1987",43.11586,
"AUS","CPI","TOT","IDX2015","A","1988",46.22707,
"AUS","CPI","TOT","IDX2015","A","1989",49.70977,
"AUS","CPI","TOT","IDX2015","A","1990",53.355,
"AUS","CPI","TOT","IDX2015","A","1991",55.04992,
"AUS","CPI","TOT","IDX2015","A","1992",55.60715,
"AUS","CPI","TOT","IDX2015","A","1993",56.58231,
"AUS","CPI","TOT","IDX2015","A","1994",57.69677,
"AUS","CPI","TOT","IDX2015","A","1995",60.36684,
"AUS","CPI","TOT","IDX2015","A","1996",61.94567,
"AUS","CPI","TOT","IDX2015","A","1997",62.08498,
"AUS","CPI","TOT","IDX2015","A","1998",62.61899,
"AUS","CPI","TOT","IDX2015","A","1999",63.54771,
"AUS","CPI","TOT","IDX2015","A","2000",66.38031,
"AUS","CPI","TOT","IDX2015","A","2001",69.30578,
"AUS","CPI","TOT","IDX2015","A","2002",71.37218,
"AUS","CPI","TOT","IDX2015","A","2003",73.32249,
"AUS","CPI","TOT","IDX2015","A","2004",75.04063,
"AUS","CPI","TOT","IDX2015","A","2005",77.0606,
"AUS","CPI","TOT","IDX2015","A","2006",79.80032,
"AUS","CPI","TOT","IDX2015","A","2007",81.65777,
"AUS","CPI","TOT","IDX2015","A","2008",85.21012,
"AUS","CPI","TOT","IDX2015","A","2009",86.71929,
"AUS","CPI","TOT","IDX2015","A","2010",89.25006,
"AUS","CPI","TOT","IDX2015","A","2011",92.19875,
"AUS","CPI","TOT","IDX2015","A","2012",93.82401,
"AUS","CPI","TOT","IDX2015","A","2013",96.12259,
"AUS","CPI","TOT","IDX2015","A","2014",98.51405,
"AUS","CPI","TOT","IDX2015","A","2015",100,
"AUS","CPI","TOT","IDX2015","A","2016",101.277,
"AUS","CPI","TOT","IDX2015","A","2017",103.2505,
"AUS","CPI","TOT","IDX2015","A","2018",105.2241,
"AUS","CPI","TOT","IDX2015","A","2019",106.919,
"AUS","CPI","TOT","IDX2015","A","2020",107.8245,
"AUT","CPI","TOT","IDX2015","A","1958",15.62764,
"AUT","CPI","TOT","IDX2015","A","1959",15.79564,
"AUT","CPI","TOT","IDX2015","A","1960",16.10299,
"AUT","CPI","TOT","IDX2015","A","1961",16.6734,
"AUT","CPI","TOT","IDX2015","A","1962",17.40399,
"AUT","CPI","TOT","IDX2015","A","1963",17.87542,
"AUT","CPI","TOT","IDX2015","A","1964",18.56694,
"AUT","CPI","TOT","IDX2015","A","1965",19.48246,
"AUT","CPI","TOT","IDX2015","A","1966",19.88279,
"AUT","CPI","TOT","IDX2015","A","1967",20.67307,
"AUT","CPI","TOT","IDX2015","A","1968",21.24465,
"AUT","CPI","TOT","IDX2015","A","1969",21.89907,
"AUT","CPI","TOT","IDX2015","A","1970",22.85668,
"AUT","CPI","TOT","IDX2015","A","1971",23.93192,
"AUT","CPI","TOT","IDX2015","A","1972",25.45283,
"AUT","CPI","TOT","IDX2015","A","1973",27.3697,
"AUT","CPI","TOT","IDX2015","A","1974",29.97578,
"AUT","CPI","TOT","IDX2015","A","1975",32.50732,
"AUT","CPI","TOT","IDX2015","A","1976",34.88643,
"AUT","CPI","TOT","IDX2015","A","1977",36.8033,
"AUT","CPI","TOT","IDX2015","A","1978",38.11877,
"AUT","CPI","TOT","IDX2015","A","1979",39.53198,
"AUT","CPI","TOT","IDX2015","A","1980",42.03369,
"AUT","CPI","TOT","IDX2015","A","1981",44.89326,
"AUT","CPI","TOT","IDX2015","A","1982",47.33367,
"AUT","CPI","TOT","IDX2015","A","1983",48.91422,
"AUT","CPI","TOT","IDX2015","A","1984",51.68433,
"AUT","CPI","TOT","IDX2015","A","1985",53.33281,
"AUT","CPI","TOT","IDX2015","A","1986",54.24237,
"AUT","CPI","TOT","IDX2015","A","1987",55.00282,
"AUT","CPI","TOT","IDX2015","A","1988",56.05652,
"AUT","CPI","TOT","IDX2015","A","1989",57.49625,
"AUT","CPI","TOT","IDX2015","A","1990",59.3717,
"AUT","CPI","TOT","IDX2015","A","1991",61.35319,
"AUT","CPI","TOT","IDX2015","A","1992",63.8201,
"AUT","CPI","TOT","IDX2015","A","1993",66.13792,
"AUT","CPI","TOT","IDX2015","A","1994",68.09123,
"AUT","CPI","TOT","IDX2015","A","1995",69.61877,
"AUT","CPI","TOT","IDX2015","A","1996",70.91436,
"AUT","CPI","TOT","IDX2015","A","1997",71.84048,
"AUT","CPI","TOT","IDX2015","A","1998",72.50319,
"AUT","CPI","TOT","IDX2015","A","1999",72.91573,
"AUT","CPI","TOT","IDX2015","A","2000",74.6255,
"AUT","CPI","TOT","IDX2015","A","2001",76.60308,
"AUT","CPI","TOT","IDX2015","A","2002",77.98987,
"AUT","CPI","TOT","IDX2015","A","2003",79.04707,
"AUT","CPI","TOT","IDX2015","A","2004",80.67638,
"AUT","CPI","TOT","IDX2015","A","2005",82.53125,
"AUT","CPI","TOT","IDX2015","A","2006",83.72098,
"AUT","CPI","TOT","IDX2015","A","2007",85.53651,
"AUT","CPI","TOT","IDX2015","A","2008",88.28732,
"AUT","CPI","TOT","IDX2015","A","2009",88.73433,
"AUT","CPI","TOT","IDX2015","A","2010",90.34355,
"AUT","CPI","TOT","IDX2015","A","2011",93.31277,
"AUT","CPI","TOT","IDX2015","A","2012",95.63223,
"AUT","CPI","TOT","IDX2015","A","2013",97.54502,
"AUT","CPI","TOT","IDX2015","A","2014",99.1114,
"AUT","CPI","TOT","IDX2015","A","2015",100,
"AUT","CPI","TOT","IDX2015","A","2016",100.8916,
"AUT","CPI","TOT","IDX2015","A","2017",102.9914,
"AUT","CPI","TOT","IDX2015","A","2018",105.0496,
"AUT","CPI","TOT","IDX2015","A","2019",106.6578,
"AUT","CPI","TOT","IDX2015","A","2020",108.1317,
"BEL","CPI","TOT","IDX2015","A","1955",13.16081,
"BEL","CPI","TOT","IDX2015","A","1956",13.5318,
"BEL","CPI","TOT","IDX2015","A","1957",13.96044,
"BEL","CPI","TOT","IDX2015","A","1958",14.14039,
"BEL","CPI","TOT","IDX2015","A","1959",14.31424,
"BEL","CPI","TOT","IDX2015","A","1960",14.35711,
"BEL","CPI","TOT","IDX2015","A","1961",14.49963,
"BEL","CPI","TOT","IDX2015","A","1962",14.70329,
"BEL","CPI","TOT","IDX2015","A","1963",15.01912,
"BEL","CPI","TOT","IDX2015","A","1964",15.64523,
"BEL","CPI","TOT","IDX2015","A","1965",16.28124,
"BEL","CPI","TOT","IDX2015","A","1966",16.96087,
"BEL","CPI","TOT","IDX2015","A","1967",17.42396,
"BEL","CPI","TOT","IDX2015","A","1968",17.89466,
"BEL","CPI","TOT","IDX2015","A","1969",18.56642,
"BEL","CPI","TOT","IDX2015","A","1970",19.29208,
"BEL","CPI","TOT","IDX2015","A","1971",20.13006,
"BEL","CPI","TOT","IDX2015","A","1972",21.22683,
"BEL","CPI","TOT","IDX2015","A","1973",22.70322,
"BEL","CPI","TOT","IDX2015","A","1974",25.5815,
"BEL","CPI","TOT","IDX2015","A","1975",28.84781,
"BEL","CPI","TOT","IDX2015","A","1976",31.4639,
"BEL","CPI","TOT","IDX2015","A","1977",33.69658,
"BEL","CPI","TOT","IDX2015","A","1978",35.20301,
"BEL","CPI","TOT","IDX2015","A","1979",36.77626,
"BEL","CPI","TOT","IDX2015","A","1980",39.22141,
"BEL","CPI","TOT","IDX2015","A","1981",42.21301,
"BEL","CPI","TOT","IDX2015","A","1982",45.89675,
"BEL","CPI","TOT","IDX2015","A","1983",49.41318,
"BEL","CPI","TOT","IDX2015","A","1984",52.54686,
"BEL","CPI","TOT","IDX2015","A","1985",55.10522,
"BEL","CPI","TOT","IDX2015","A","1986",55.81849,
"BEL","CPI","TOT","IDX2015","A","1987",56.68556,
"BEL","CPI","TOT","IDX2015","A","1988",57.34364,
"BEL","CPI","TOT","IDX2015","A","1989",59.12534,
"BEL","CPI","TOT","IDX2015","A","1990",61.16417,
"BEL","CPI","TOT","IDX2015","A","1991",63.13078,
"BEL","CPI","TOT","IDX2015","A","1992",64.66357,
"BEL","CPI","TOT","IDX2015","A","1993",66.44468,
"BEL","CPI","TOT","IDX2015","A","1994",68.02443,
"BEL","CPI","TOT","IDX2015","A","1995",69.023,
"BEL","CPI","TOT","IDX2015","A","1996",70.45663,
"BEL","CPI","TOT","IDX2015","A","1997",71.60378,
"BEL","CPI","TOT","IDX2015","A","1998",72.28348,
"BEL","CPI","TOT","IDX2015","A","1999",73.09367,
"BEL","CPI","TOT","IDX2015","A","2000",74.95354,
"BEL","CPI","TOT","IDX2015","A","2001",76.80434,
"BEL","CPI","TOT","IDX2015","A","2002",78.06794,
"BEL","CPI","TOT","IDX2015","A","2003",79.30841,
"BEL","CPI","TOT","IDX2015","A","2004",80.97173,
"BEL","CPI","TOT","IDX2015","A","2005",83.22391,
"BEL","CPI","TOT","IDX2015","A","2006",84.71461,
"BEL","CPI","TOT","IDX2015","A","2007",86.25901,
"BEL","CPI","TOT","IDX2015","A","2008",90.13156,
"BEL","CPI","TOT","IDX2015","A","2009",90.08366,
"BEL","CPI","TOT","IDX2015","A","2010",92.05586,
"BEL","CPI","TOT","IDX2015","A","2011",95.30735,
"BEL","CPI","TOT","IDX2015","A","2012",98.01376,
"BEL","CPI","TOT","IDX2015","A","2013",99.10474,
"BEL","CPI","TOT","IDX2015","A","2014",99.4417,
"BEL","CPI","TOT","IDX2015","A","2015",100,
"BEL","CPI","TOT","IDX2015","A","2016",101.9739,
"BEL","CPI","TOT","IDX2015","A","2017",104.1418,
"BEL","CPI","TOT","IDX2015","A","2018",106.28,
"BEL","CPI","TOT","IDX2015","A","2019",107.807,
"BEL","CPI","TOT","IDX2015","A","2020",108.6057,
"CAN","CPI","TOT","IDX2015","A","1915",4.845931,
"CAN","CPI","TOT","IDX2015","A","1916",5.280485,
"CAN","CPI","TOT","IDX2015","A","1917",6.228601,
"CAN","CPI","TOT","IDX2015","A","1918",7.045035,
"CAN","CPI","TOT","IDX2015","A","1919",7.716619,
"CAN","CPI","TOT","IDX2015","A","1920",8.97419,
"CAN","CPI","TOT","IDX2015","A","1921",7.887806,
"CAN","CPI","TOT","IDX2015","A","1922",7.268897,
"CAN","CPI","TOT","IDX2015","A","1923",7.268897,
"CAN","CPI","TOT","IDX2015","A","1924",7.13063,
"CAN","CPI","TOT","IDX2015","A","1925",7.216223,
"CAN","CPI","TOT","IDX2015","A","1926",7.268897,
"CAN","CPI","TOT","IDX2015","A","1927",7.16355,
"CAN","CPI","TOT","IDX2015","A","1928",7.216223,
"CAN","CPI","TOT","IDX2015","A","1929",7.288649,
"CAN","CPI","TOT","IDX2015","A","1930",7.216223,
"CAN","CPI","TOT","IDX2015","A","1931",6.505136,
"CAN","CPI","TOT","IDX2015","A","1932",5.89281,
"CAN","CPI","TOT","IDX2015","A","1933",5.636028,
"CAN","CPI","TOT","IDX2015","A","1934",5.70187,
"CAN","CPI","TOT","IDX2015","A","1935",5.728207,
"CAN","CPI","TOT","IDX2015","A","1936",5.846721,
"CAN","CPI","TOT","IDX2015","A","1937",6.057414,
"CAN","CPI","TOT","IDX2015","A","1938",6.090334,
"CAN","CPI","TOT","IDX2015","A","1939",6.044245,
"CAN","CPI","TOT","IDX2015","A","1940",6.301027,
"CAN","CPI","TOT","IDX2015","A","1941",6.676323,
"CAN","CPI","TOT","IDX2015","A","1942",6.985778,
"CAN","CPI","TOT","IDX2015","A","1943",7.137214,
"CAN","CPI","TOT","IDX2015","A","1944",7.183302,
"CAN","CPI","TOT","IDX2015","A","1945",7.229392,
"CAN","CPI","TOT","IDX2015","A","1946",7.453253,
"CAN","CPI","TOT","IDX2015","A","1947",8.124835,
"CAN","CPI","TOT","IDX2015","A","1948",9.283645,
"CAN","CPI","TOT","IDX2015","A","1949",9.606268,
"CAN","CPI","TOT","IDX2015","A","1950",9.86305,
"CAN","CPI","TOT","IDX2015","A","1951",10.90335,
"CAN","CPI","TOT","IDX2015","A","1952",11.18646,
"CAN","CPI","TOT","IDX2015","A","1953",11.07453,
"CAN","CPI","TOT","IDX2015","A","1954",11.14696,
"CAN","CPI","TOT","IDX2015","A","1955",11.16671,
"CAN","CPI","TOT","IDX2015","A","1956",11.31815,
"CAN","CPI","TOT","IDX2015","A","1957",11.69344,
"CAN","CPI","TOT","IDX2015","A","1958",11.96998,
"CAN","CPI","TOT","IDX2015","A","1959",12.11483,
"CAN","CPI","TOT","IDX2015","A","1960",12.27943,
"CAN","CPI","TOT","IDX2015","A","1961",12.40453,
"CAN","CPI","TOT","IDX2015","A","1962",12.53621,
"CAN","CPI","TOT","IDX2015","A","1963",12.74032,
"CAN","CPI","TOT","IDX2015","A","1964",12.98393,
"CAN","CPI","TOT","IDX2015","A","1965",13.28681,
"CAN","CPI","TOT","IDX2015","A","1966",13.79378,
"CAN","CPI","TOT","IDX2015","A","1967",14.2876,
"CAN","CPI","TOT","IDX2015","A","1968",14.867,
"CAN","CPI","TOT","IDX2015","A","1969",15.54517,
"CAN","CPI","TOT","IDX2015","A","1970",16.06532,
"CAN","CPI","TOT","IDX2015","A","1971",16.49987,
"CAN","CPI","TOT","IDX2015","A","1972",17.32289,
"CAN","CPI","TOT","IDX2015","A","1973",18.61996,
"CAN","CPI","TOT","IDX2015","A","1974",20.66763,
"CAN","CPI","TOT","IDX2015","A","1975",22.87332,
"CAN","CPI","TOT","IDX2015","A","1976",24.59837,
"CAN","CPI","TOT","IDX2015","A","1977",26.56044,
"CAN","CPI","TOT","IDX2015","A","1978",28.9439,
"CAN","CPI","TOT","IDX2015","A","1979",31.59073,
"CAN","CPI","TOT","IDX2015","A","1980",34.79062,
"CAN","CPI","TOT","IDX2015","A","1981",39.12958,
"CAN","CPI","TOT","IDX2015","A","1982",43.34343,
"CAN","CPI","TOT","IDX2015","A","1983",45.88491,
"CAN","CPI","TOT","IDX2015","A","1984",47.86015,
"CAN","CPI","TOT","IDX2015","A","1985",49.75639,
"CAN","CPI","TOT","IDX2015","A","1986",51.84356,
"CAN","CPI","TOT","IDX2015","A","1987",54.10192,
"CAN","CPI","TOT","IDX2015","A","1988",56.28127,
"CAN","CPI","TOT","IDX2015","A","1989",59.08612,
"CAN","CPI","TOT","IDX2015","A","1990",61.91072,
"CAN","CPI","TOT","IDX2015","A","1991",65.39373,
"CAN","CPI","TOT","IDX2015","A","1992",66.36819,
"CAN","CPI","TOT","IDX2015","A","1993",67.606,
"CAN","CPI","TOT","IDX2015","A","1994",67.71793,
"CAN","CPI","TOT","IDX2015","A","1995",69.17303,
"CAN","CPI","TOT","IDX2015","A","1996",70.25941,
"CAN","CPI","TOT","IDX2015","A","1997",71.39848,
"CAN","CPI","TOT","IDX2015","A","1998",72.10956,
"CAN","CPI","TOT","IDX2015","A","1999",73.36055,
"CAN","CPI","TOT","IDX2015","A","2000",75.35555,
"CAN","CPI","TOT","IDX2015","A","2001",77.25836,
"CAN","CPI","TOT","IDX2015","A","2002",79.00316,
"CAN","CPI","TOT","IDX2015","A","2003",81.18251,
"CAN","CPI","TOT","IDX2015","A","2004",82.69028,
"CAN","CPI","TOT","IDX2015","A","2005",84.52068,
"CAN","CPI","TOT","IDX2015","A","2006",86.2128,
"CAN","CPI","TOT","IDX2015","A","2007",88.05636,
"CAN","CPI","TOT","IDX2015","A","2008",90.14353,
"CAN","CPI","TOT","IDX2015","A","2009",90.41348,
"CAN","CPI","TOT","IDX2015","A","2010",92.02002,
"CAN","CPI","TOT","IDX2015","A","2011",94.69976,
"CAN","CPI","TOT","IDX2015","A","2012",96.13511,
"CAN","CPI","TOT","IDX2015","A","2013",97.03713,
"CAN","CPI","TOT","IDX2015","A","2014",98.88728,
"CAN","CPI","TOT","IDX2015","A","2015",100,
"CAN","CPI","TOT","IDX2015","A","2016",101.4288,
"CAN","CPI","TOT","IDX2015","A","2017",103.0485,
"CAN","CPI","TOT","IDX2015","A","2018",105.3858,
"CAN","CPI","TOT","IDX2015","A","2019",107.4401,
"CAN","CPI","TOT","IDX2015","A","2020",108.2104,
"CZE","CPI","TOT","IDX2015","A","1991",32.45156,
"CZE","CPI","TOT","IDX2015","A","1992",36.0493,
"CZE","CPI","TOT","IDX2015","A","1993",43.55226,
"CZE","CPI","TOT","IDX2015","A","1994",47.92465,
"CZE","CPI","TOT","IDX2015","A","1995",52.23333,
"CZE","CPI","TOT","IDX2015","A","1996",56.80833,
"CZE","CPI","TOT","IDX2015","A","1997",61.69167,
"CZE","CPI","TOT","IDX2015","A","1998",68.29166,
"CZE","CPI","TOT","IDX2015","A","1999",69.75,
"CZE","CPI","TOT","IDX2015","A","2000",72.38333,
"CZE","CPI","TOT","IDX2015","A","2001",75.75833,
"CZE","CPI","TOT","IDX2015","A","2002",77.2,
"CZE","CPI","TOT","IDX2015","A","2003",77.29166,
"CZE","CPI","TOT","IDX2015","A","2004",79.425,
"CZE","CPI","TOT","IDX2015","A","2005",80.9,
"CZE","CPI","TOT","IDX2015","A","2006",82.95,
"CZE","CPI","TOT","IDX2015","A","2007",85.31667,
"CZE","CPI","TOT","IDX2015","A","2008",90.74167,
"CZE","CPI","TOT","IDX2015","A","2009",91.66666,
"CZE","CPI","TOT","IDX2015","A","2010",93.01667,
"CZE","CPI","TOT","IDX2015","A","2011",94.8,
"CZE","CPI","TOT","IDX2015","A","2012",97.91666,
"CZE","CPI","TOT","IDX2015","A","2013",99.325,
"CZE","CPI","TOT","IDX2015","A","2014",99.66666,
"CZE","CPI","TOT","IDX2015","A","2015",99.975,
"CZE","CPI","TOT","IDX2015","A","2016",100.6583,
"CZE","CPI","TOT","IDX2015","A","2017",103.125,
"CZE","CPI","TOT","IDX2015","A","2018",105.3417,
"CZE","CPI","TOT","IDX2015","A","2019",108.3417,
"CZE","CPI","TOT","IDX2015","A","2020",111.7667,
"DNK","CPI","TOT","IDX2015","A","1967",11.42542,
"DNK","CPI","TOT","IDX2015","A","1968",12.34004,
"DNK","CPI","TOT","IDX2015","A","1969",12.77046,
"DNK","CPI","TOT","IDX2015","A","1970",13.60243,
"DNK","CPI","TOT","IDX2015","A","1971",14.40088,
"DNK","CPI","TOT","IDX2015","A","1972",15.34591,
"DNK","CPI","TOT","IDX2015","A","1973",16.7736,
"DNK","CPI","TOT","IDX2015","A","1974",19.3358,
"DNK","CPI","TOT","IDX2015","A","1975",21.19313,
"DNK","CPI","TOT","IDX2015","A","1976",23.10269,
"DNK","CPI","TOT","IDX2015","A","1977",25.62602,
"DNK","CPI","TOT","IDX2015","A","1978",28.24337,
"DNK","CPI","TOT","IDX2015","A","1979",30.95786,
"DNK","CPI","TOT","IDX2015","A","1980",34.76733,
"DNK","CPI","TOT","IDX2015","A","1981",38.85853,
"DNK","CPI","TOT","IDX2015","A","1982",42.79134,
"DNK","CPI","TOT","IDX2015","A","1983",45.74746,
"DNK","CPI","TOT","IDX2015","A","1984",48.62533,
"DNK","CPI","TOT","IDX2015","A","1985",50.90039,
"DNK","CPI","TOT","IDX2015","A","1986",52.7726,
"DNK","CPI","TOT","IDX2015","A","1987",54.89405,
"DNK","CPI","TOT","IDX2015","A","1988",57.38357,
"DNK","CPI","TOT","IDX2015","A","1989",60.12233,
"DNK","CPI","TOT","IDX2015","A","1990",61.71053,
"DNK","CPI","TOT","IDX2015","A","1991",63.18859,
"DNK","CPI","TOT","IDX2015","A","1992",64.51305,
"DNK","CPI","TOT","IDX2015","A","1993",65.32453,
"DNK","CPI","TOT","IDX2015","A","1994",66.6258,
"DNK","CPI","TOT","IDX2015","A","1995",68.01402,
"DNK","CPI","TOT","IDX2015","A","1996",69.46021,
"DNK","CPI","TOT","IDX2015","A","1997",70.97594,
"DNK","CPI","TOT","IDX2015","A","1998",72.28591,
"DNK","CPI","TOT","IDX2015","A","1999",74.09146,
"DNK","CPI","TOT","IDX2015","A","2000",76.24255,
"DNK","CPI","TOT","IDX2015","A","2001",78.025,
"DNK","CPI","TOT","IDX2015","A","2002",79.91666,
"DNK","CPI","TOT","IDX2015","A","2003",81.575,
"DNK","CPI","TOT","IDX2015","A","2004",82.51667,
"DNK","CPI","TOT","IDX2015","A","2005",84.01667,
"DNK","CPI","TOT","IDX2015","A","2006",85.63333,
"DNK","CPI","TOT","IDX2015","A","2007",87.08334,
"DNK","CPI","TOT","IDX2015","A","2008",90.05833,
"DNK","CPI","TOT","IDX2015","A","2009",91.23333,
"DNK","CPI","TOT","IDX2015","A","2010",93.34167,
"DNK","CPI","TOT","IDX2015","A","2011",95.91666,
"DNK","CPI","TOT","IDX2015","A","2012",98.21667,
"DNK","CPI","TOT","IDX2015","A","2013",98.99167,
"DNK","CPI","TOT","IDX2015","A","2014",99.55,
"DNK","CPI","TOT","IDX2015","A","2015",100,
"DNK","CPI","TOT","IDX2015","A","2016",100.25,
"DNK","CPI","TOT","IDX2015","A","2017",101.4,
"DNK","CPI","TOT","IDX2015","A","2018",102.225,
"DNK","CPI","TOT","IDX2015","A","2019",103,
"DNK","CPI","TOT","IDX2015","A","2020",103.4333,
"FIN","CPI","TOT","IDX2015","A","1955",5.422786,
"FIN","CPI","TOT","IDX2015","A","1956",6.054611,
"FIN","CPI","TOT","IDX2015","A","1957",6.736437,
"FIN","CPI","TOT","IDX2015","A","1958",7.128419,
"FIN","CPI","TOT","IDX2015","A","1959",7.231896,
"FIN","CPI","TOT","IDX2015","A","1960",7.479092,
"FIN","CPI","TOT","IDX2015","A","1961",7.605564,
"FIN","CPI","TOT","IDX2015","A","1962",7.93899,
"FIN","CPI","TOT","IDX2015","A","1963",8.335651,
"FIN","CPI","TOT","IDX2015","A","1964",9.192212,
"FIN","CPI","TOT","IDX2015","A","1965",9.646361,
"FIN","CPI","TOT","IDX2015","A","1966",10.02003,
"FIN","CPI","TOT","IDX2015","A","1967",10.55888,
"FIN","CPI","TOT","IDX2015","A","1968",11.52942,
"FIN","CPI","TOT","IDX2015","A","1969",11.78371,
"FIN","CPI","TOT","IDX2015","A","1970",12.10664,
"FIN","CPI","TOT","IDX2015","A","1971",12.89064,
"FIN","CPI","TOT","IDX2015","A","1972",13.74947,
"FIN","CPI","TOT","IDX2015","A","1973",15.22816,
"FIN","CPI","TOT","IDX2015","A","1974",17.80726,
"FIN","CPI","TOT","IDX2015","A","1975",20.97898,
"FIN","CPI","TOT","IDX2015","A","1976",23.98793,
"FIN","CPI","TOT","IDX2015","A","1977",26.81691,
"FIN","CPI","TOT","IDX2015","A","1978",28.90846,
"FIN","CPI","TOT","IDX2015","A","1979",31.06704,
"FIN","CPI","TOT","IDX2015","A","1980",34.66914,
"FIN","CPI","TOT","IDX2015","A","1981",38.58875,
"FIN","CPI","TOT","IDX2015","A","1982",42.28746,
"FIN","CPI","TOT","IDX2015","A","1983",45.82535,
"FIN","CPI","TOT","IDX2015","A","1984",49.06413,
"FIN","CPI","TOT","IDX2015","A","1985",51.61332,
"FIN","CPI","TOT","IDX2015","A","1986",53.12743,
"FIN","CPI","TOT","IDX2015","A","1987",55.31258,
"FIN","CPI","TOT","IDX2015","A","1988",58.12574,
"FIN","CPI","TOT","IDX2015","A","1989",61.95792,
"FIN","CPI","TOT","IDX2015","A","1990",65.76806,
"FIN","CPI","TOT","IDX2015","A","1991",68.6028,
"FIN","CPI","TOT","IDX2015","A","1992",70.60554,
"FIN","CPI","TOT","IDX2015","A","1993",72.15226,
"FIN","CPI","TOT","IDX2015","A","1994",72.93768,
"FIN","CPI","TOT","IDX2015","A","1995",73.51479,
"FIN","CPI","TOT","IDX2015","A","1996",73.97735,
"FIN","CPI","TOT","IDX2015","A","1997",74.85957,
"FIN","CPI","TOT","IDX2015","A","1998",75.9072,
"FIN","CPI","TOT","IDX2015","A","1999",76.78943,
"FIN","CPI","TOT","IDX2015","A","2000",79.12543,
"FIN","CPI","TOT","IDX2015","A","2001",81.16563,
"FIN","CPI","TOT","IDX2015","A","2002",82.44093,
"FIN","CPI","TOT","IDX2015","A","2003",83.1643,
"FIN","CPI","TOT","IDX2015","A","2004",83.31992,
"FIN","CPI","TOT","IDX2015","A","2005",83.83973,
"FIN","CPI","TOT","IDX2015","A","2006",85.15321,
"FIN","CPI","TOT","IDX2015","A","2007",87.29113,
"FIN","CPI","TOT","IDX2015","A","2008",90.84034,
"FIN","CPI","TOT","IDX2015","A","2009",90.84034,
"FIN","CPI","TOT","IDX2015","A","2010",91.91602,
"FIN","CPI","TOT","IDX2015","A","2011",95.05661,
"FIN","CPI","TOT","IDX2015","A","2012",97.72611,
"FIN","CPI","TOT","IDX2015","A","2013",99.17079,
"FIN","CPI","TOT","IDX2015","A","2014",100.2034,
"FIN","CPI","TOT","IDX2015","A","2015",99.995,
"FIN","CPI","TOT","IDX2015","A","2016",100.3517,
"FIN","CPI","TOT","IDX2015","A","2017",101.1083,
"FIN","CPI","TOT","IDX2015","A","2018",102.2042,
"FIN","CPI","TOT","IDX2015","A","2019",103.2508,
"FIN","CPI","TOT","IDX2015","A","2020",103.5508,
"FRA","CPI","TOT","IDX2015","A","1955",7.409065,
"FRA","CPI","TOT","IDX2015","A","1956",7.549639,
"FRA","CPI","TOT","IDX2015","A","1957",7.780481,
"FRA","CPI","TOT","IDX2015","A","1958",8.967824,
"FRA","CPI","TOT","IDX2015","A","1959",9.489326,
"FRA","CPI","TOT","IDX2015","A","1960",9.882178,
"FRA","CPI","TOT","IDX2015","A","1961",10.1194,
"FRA","CPI","TOT","IDX2015","A","1962",10.65889,
"FRA","CPI","TOT","IDX2015","A","1963",11.19174,
